loan_amnt,purpose,revenue,dti_n,fico_n,home_ownership_n,emp_length_n,Default
12000,debt_consolidation,85000,14.77,722,MORTGAGE,11,0
12000,debt_consolidation,80000,14.77,707,MORTGAGE,8,0
12000,debt_consolidation,78000,14.67,687,MORTGAGE,11,1
12000,debt_consolidation,40000,14.58,662,RENT,10,0
12000,debt_consolidation,83200,14.51,667,MORTGAGE,2,0
12000,debt_consolidation,71000,14.49,727,RENT,5,1
12000,debt_consolidation,120000,14.37,662,MORTGAGE,9,1
12000,debt_consolidation,69000,14.23,672,MORTGAGE,11,0
12000,debt_consolidation,88000,14.18,672,OWN,11,0
12000,debt_consolidation,87000,14.18,707,MORTGAGE,0,0
12000,debt_consolidation,98000,14.11,697,MORTGAGE,11,0
12000,debt_consolidation,96000,14.01,722,MORTGAGE,11,0
12000,debt_consolidation,35500,13.96,687,MORTGAGE,2,0
12000,debt_consolidation,54000,13.93,687,MORTGAGE,0,0
12000,debt_consolidation,66500,13.91,692,MORTGAGE,11,0
12000,debt_consolidation,131000,13.89,707,MORTGAGE,11,0
12000,debt_consolidation,80000,13.84,687,RENT,3,0
12000,debt_consolidation,75000,13.55,672,RENT,1,0
12000,debt_consolidation,90000,13.52,687,MORTGAGE,6,0
12000,debt_consolidation,50000,13.42,702,MORTGAGE,0,0
12000,debt_consolidation,118248.04,13.39,662,MORTGAGE,11,0
12000,debt_consolidation,152800,13.38,672,MORTGAGE,9,0
12000,debt_consolidation,78000,13.37,677,MORTGAGE,11,0
12000,debt_consolidation,30000,13.28,677,MORTGAGE,2,1
12000,debt_consolidation,120000,13.21,687,RENT,11,0
12000,debt_consolidation,74000,13.1,672,RENT,11,0
12000,debt_consolidation,93000,13.07,662,MORTGAGE,11,1
12000,debt_consolidation,70000,13.05,662,MORTGAGE,11,1
12000,debt_consolidation,120000,13,687,OWN,4,0
12000,debt_consolidation,84000,12.96,682,MORTGAGE,1,0
12000,debt_consolidation,59000,12.9,717,RENT,3,0
12000,debt_consolidation,90000,12.88,712,MORTGAGE,11,0
12000,debt_consolidation,74000,12.75,662,MORTGAGE,5,0
12000,debt_consolidation,51800,12.74,677,MORTGAGE,4,0
12000,debt_consolidation,66000,12.69,687,MORTGAGE,6,0
12000,debt_consolidation,46000,12.68,667,RENT,1,0
12000,debt_consolidation,37000,12.44,832,RENT,4,0
12000,debt_consolidation,38000,12.41,677,RENT,11,0
12000,debt_consolidation,65000,12.37,697,OWN,1,0
12000,debt_consolidation,67000,12.3,707,MORTGAGE,7,1
12000,debt_consolidation,38000,12.26,672,RENT,10,0
12000,debt_consolidation,30000,12.24,667,OWN,6,0
12000,debt_consolidation,110000,12.21,707,RENT,11,0
12000,debt_consolidation,106000,12.16,662,MORTGAGE,4,0
12000,debt_consolidation,44000,12.14,727,MORTGAGE,10,0
12000,debt_consolidation,43000,12.14,717,RENT,6,0
12000,debt_consolidation,46500,12.1,677,MORTGAGE,6,0
12000,debt_consolidation,55000,11.94,702,MORTGAGE,1,0
12000,debt_consolidation,79242,11.87,677,MORTGAGE,11,0
12000,debt_consolidation,118000,11.81,692,RENT,9,0
12000,debt_consolidation,47000,11.77,702,MORTGAGE,9,0
12000,debt_consolidation,97000,11.74,687,MORTGAGE,5,0
12000,debt_consolidation,30000,11.64,787,MORTGAGE,1,0
12000,debt_consolidation,136000,11.52,707,MORTGAGE,11,0
12000,debt_consolidation,112000,11.39,702,RENT,3,0
12000,debt_consolidation,45000,11.31,672,RENT,5,0
12000,debt_consolidation,85000,11.29,752,MORTGAGE,5,0
12000,debt_consolidation,78000,11.29,677,MORTGAGE,6,1
12000,debt_consolidation,88000,11.1,672,MORTGAGE,3,0
12000,debt_consolidation,126000,11.06,697,RENT,4,0
12000,debt_consolidation,100000,11.05,677,RENT,7,0
12000,debt_consolidation,40000,11.01,727,OWN,2,0
12000,debt_consolidation,89700,11,677,MORTGAGE,5,0
12000,debt_consolidation,48000,11,702,RENT,1,0
12000,debt_consolidation,53000,10.91,672,MORTGAGE,9,0
12000,debt_consolidation,97000,10.9,727,MORTGAGE,7,1
12000,debt_consolidation,155000,10.81,712,MORTGAGE,11,1
12000,debt_consolidation,45000,10.77,672,MORTGAGE,7,1
12000,debt_consolidation,40000,10.76,667,RENT,7,1
12000,debt_consolidation,120000,10.75,687,MORTGAGE,3,0
12000,debt_consolidation,36500,10.65,682,RENT,1,0
12000,debt_consolidation,77000,10.61,707,MORTGAGE,6,0
12000,debt_consolidation,90858,10.59,757,OWN,11,0
12000,debt_consolidation,71000,10.58,747,RENT,4,0
12000,debt_consolidation,45000,10.53,742,RENT,6,0
12000,debt_consolidation,112000,10.46,802,MORTGAGE,8,0
12000,debt_consolidation,70000,10.41,667,MORTGAGE,1,0
12000,debt_consolidation,96200,10.38,692,RENT,11,0
12000,debt_consolidation,55280,10.29,692,MORTGAGE,3,0
12000,debt_consolidation,155000,10.21,677,MORTGAGE,1,0
12000,debt_consolidation,50000,10.2,722,RENT,3,0
12000,debt_consolidation,69000,10.1,692,RENT,1,0
12000,debt_consolidation,61000,10.03,667,RENT,11,0
12000,debt_consolidation,105000,9.98,712,MORTGAGE,11,0
12000,debt_consolidation,68000,9.98,667,MORTGAGE,7,0
12000,debt_consolidation,73000,9.95,702,MORTGAGE,7,1
12000,debt_consolidation,50000,9.91,732,OWN,11,0
12000,debt_consolidation,50000,9.89,712,OWN,3,1
12000,debt_consolidation,127000,9.75,667,MORTGAGE,11,0
12000,debt_consolidation,160000,9.55,672,MORTGAGE,3,1
12000,debt_consolidation,52000,9.51,687,MORTGAGE,0,0
12000,debt_consolidation,42000,9.49,677,RENT,4,0
12000,debt_consolidation,80000,9.47,752,MORTGAGE,11,0
12000,debt_consolidation,55000,9.34,672,RENT,1,1
12000,debt_consolidation,70000,9.19,677,OWN,2,1
12000,debt_consolidation,82000,9.17,672,RENT,7,0
12000,debt_consolidation,55000,9.12,782,MORTGAGE,7,0
12000,debt_consolidation,53000,8.92,682,RENT,2,1
12000,debt_consolidation,46300,8.86,717,RENT,4,0
12000,debt_consolidation,82000,8.84,672,MORTGAGE,3,0
12000,debt_consolidation,145000,8.81,672,MORTGAGE,4,0
12000,debt_consolidation,60000,8.7,667,RENT,11,0
12000,debt_consolidation,45000,8.61,662,MORTGAGE,4,0
12000,debt_consolidation,55000,8.6,687,MORTGAGE,2,0
12000,debt_consolidation,125000,8.53,672,RENT,5,0
12000,debt_consolidation,50000,8.43,667,RENT,4,0
12000,debt_consolidation,80000,8.34,752,RENT,6,0
12000,debt_consolidation,58400,8.34,662,MORTGAGE,11,0
12000,debt_consolidation,60000,8.3,687,RENT,4,0
12000,debt_consolidation,140000,8.03,687,MORTGAGE,11,0
12000,debt_consolidation,95000,8.02,667,MORTGAGE,11,0
12000,debt_consolidation,65000,7.87,662,RENT,3,1
12000,debt_consolidation,52000,7.34,667,MORTGAGE,0,0
12000,debt_consolidation,55000,7.33,692,MORTGAGE,2,0
12000,debt_consolidation,60000,7.32,662,MORTGAGE,10,1
12000,debt_consolidation,110000,7.26,702,RENT,6,0
12000,debt_consolidation,110000,7.18,682,MORTGAGE,11,0
12000,debt_consolidation,70000,6.98,687,RENT,3,0
12000,debt_consolidation,73000,6.95,662,MORTGAGE,7,0
12000,debt_consolidation,43000,6.78,707,MORTGAGE,6,0
12000,debt_consolidation,45000,6.56,682,RENT,5,0
12000,debt_consolidation,105000,6.22,672,OWN,11,0
12000,debt_consolidation,65000,6.19,672,RENT,4,0
12000,debt_consolidation,75000,6.13,662,MORTGAGE,11,0
12000,debt_consolidation,54000,6.07,692,MORTGAGE,11,1
12000,debt_consolidation,85000,5.83,687,RENT,10,0
12000,debt_consolidation,54400,5.82,677,RENT,0,1
12000,debt_consolidation,150000,5.7,717,OWN,6,0
12000,debt_consolidation,60000,5.54,672,MORTGAGE,3,0
12000,debt_consolidation,58000,5.28,707,MORTGAGE,3,0
12000,debt_consolidation,88000,5.04,662,RENT,3,0
12000,debt_consolidation,88000,5,712,RENT,4,0
12000,debt_consolidation,72000,4.72,727,MORTGAGE,11,0
12000,debt_consolidation,85000,4.45,697,MORTGAGE,11,0
12000,debt_consolidation,84000,4.26,662,RENT,7,0
12000,debt_consolidation,72552,4.17,667,RENT,11,0
12000,debt_consolidation,40000,4.11,732,MORTGAGE,2,0
12000,debt_consolidation,47500,4.05,687,MORTGAGE,2,1
12000,debt_consolidation,39648,3.9,752,MORTGAGE,11,0
12000,debt_consolidation,80000,3.53,777,MORTGAGE,7,0
12000,debt_consolidation,125000,3.1,667,RENT,11,0
12000,debt_consolidation,125000,2.68,772,RENT,1,0
12000,debt_consolidation,90000,2.23,707,MORTGAGE,2,0
12000,debt_consolidation,80000,1.8,692,OWN,1,0
12000,debt_consolidation,75000,1.63,692,RENT,4,0
12000,debt_consolidation,80000,0.92,707,MORTGAGE,0,0
11975,debt_consolidation,70000,35.9,722,OWN,1,0
11975,debt_consolidation,48000,31.44,837,MORTGAGE,11,0
11950,debt_consolidation,47000,28.22,737,MORTGAGE,5,0
11950,debt_consolidation,72000,22.4,742,RENT,3,0
11950,debt_consolidation,57000,16.34,752,MORTGAGE,11,0
11950,debt_consolidation,45000,13.81,712,MORTGAGE,5,0
11950,debt_consolidation,55000,9.64,667,RENT,11,0
11900,debt_consolidation,29800,29.12,672,RENT,2,1
11900,debt_consolidation,72000,17.87,662,OWN,0,1
11875,debt_consolidation,45000,16.4,672,MORTGAGE,11,0
11850,debt_consolidation,37000,25.62,682,MORTGAGE,3,1
11850,debt_consolidation,37000,25.01,692,RENT,2,1
11825,debt_consolidation,75000,19.62,672,RENT,8,0
11800,debt_consolidation,78000,26.37,692,MORTGAGE,7,0
11800,debt_consolidation,23600,25.08,677,MORTGAGE,0,1
11800,debt_consolidation,71000,6.12,717,RENT,11,0
11800,debt_consolidation,63000,4.4,662,MORTGAGE,6,0
11775,debt_consolidation,55796,30.5,737,RENT,3,1
11775,debt_consolidation,45000,25.09,742,MORTGAGE,11,0
11750,debt_consolidation,35000,31.58,682,RENT,8,1
11750,debt_consolidation,45000,20.17,737,MORTGAGE,10,0
11725,debt_consolidation,46000,14.95,672,RENT,6,1
11700,debt_consolidation,39000,27.85,687,RENT,8,0
11700,debt_consolidation,55000,26.34,672,OWN,11,0
11700,debt_consolidation,32500,8.86,732,RENT,2,0
11675,debt_consolidation,35000,33.94,682,OWN,1,0
11650,debt_consolidation,35000,17.9,687,MORTGAGE,3,0
11625,debt_consolidation,76000,26.58,802,MORTGAGE,11,0
11600,debt_consolidation,29500,24.13,677,RENT,8,1
11600,debt_consolidation,67009,16.28,682,RENT,3,0
11600,debt_consolidation,29000,6.21,667,MORTGAGE,2,0
11575,debt_consolidation,49000,27.58,677,MORTGAGE,11,0
11575,debt_consolidation,88000,14.13,672,OWN,11,0
11575,debt_consolidation,98000,10.04,662,RENT,9,0
11575,debt_consolidation,38418,8.63,677,RENT,3,0
11550,debt_consolidation,40000,31.2,752,MORTGAGE,0,0
11550,debt_consolidation,34000,18.55,702,RENT,6,1
11525,debt_consolidation,104000,17.31,737,MORTGAGE,11,0
11525,debt_consolidation,60000,9.98,762,RENT,4,0
11500,debt_consolidation,123000,44.19,687,MORTGAGE,1,0
11500,debt_consolidation,47000,39.76,692,MORTGAGE,3,0
11500,debt_consolidation,30888,37.65,667,RENT,11,1
11500,debt_consolidation,34040,36.57,667,RENT,3,0
11500,debt_consolidation,42500,30.42,667,MORTGAGE,2,1
11500,debt_consolidation,26581.38,26.73,692,OWN,0,0
11500,debt_consolidation,23000,19.62,722,RENT,0,0
11500,debt_consolidation,85000,14.8,702,RENT,9,0
11500,debt_consolidation,40932,14.57,697,RENT,11,0
11500,debt_consolidation,110000,13.26,712,MORTGAGE,11,0
11500,debt_consolidation,30000,12.08,737,OWN,3,0
11500,debt_consolidation,61402,9.01,732,MORTGAGE,11,0
11500,debt_consolidation,100000,7.42,677,MORTGAGE,11,0
11475,debt_consolidation,35000,36.98,662,OWN,11,0
11475,debt_consolidation,68292,17.5,667,MORTGAGE,6,0
11475,debt_consolidation,28700,14.68,697,RENT,6,1
11450,debt_consolidation,47000,32.81,687,RENT,11,0
11425,debt_consolidation,70000,14.66,707,RENT,6,0
11425,debt_consolidation,26000,13.11,797,RENT,1,0
11400,debt_consolidation,41700,23.83,692,RENT,7,1
11400,debt_consolidation,38000,9.1,662,RENT,4,0
11325,debt_consolidation,27000,34.93,717,RENT,11,0
11325,debt_consolidation,27000,20.52,667,MORTGAGE,0,1
11325,debt_consolidation,27000,13.2,672,RENT,1,0
11275,debt_consolidation,98000,14.08,672,MORTGAGE,4,0
11250,debt_consolidation,50000,19.25,677,MORTGAGE,8,1
11250,debt_consolidation,32000,8.14,687,RENT,2,0
11250,debt_consolidation,93000,7.29,682,RENT,11,0
11225,debt_consolidation,52000,36.05,707,OWN,4,0
11225,debt_consolidation,56900,22.04,697,MORTGAGE,11,0
11225,debt_consolidation,90000,15.13,687,RENT,4,0
11225,debt_consolidation,80000,5.48,667,MORTGAGE,11,0
11200,debt_consolidation,48000,34.68,672,MORTGAGE,11,0
11200,debt_consolidation,56000,33.67,727,MORTGAGE,11,0
11200,debt_consolidation,44650,33.01,667,RENT,3,0
11200,debt_consolidation,25500,32.07,722,MORTGAGE,0,0
11200,debt_consolidation,62000,29.67,667,MORTGAGE,7,0
11200,debt_consolidation,34500,29.56,707,RENT,1,1
11200,debt_consolidation,58000,28.99,727,MORTGAGE,6,0
11200,debt_consolidation,43000,28.1,692,MORTGAGE,11,1
11200,debt_consolidation,65000,27.29,682,MORTGAGE,11,0
11200,debt_consolidation,102000,23.19,712,RENT,10,0
11200,debt_consolidation,140000,22.43,712,MORTGAGE,11,0
11200,debt_consolidation,36000,21.67,662,MORTGAGE,0,1
11200,debt_consolidation,85000,21.53,667,RENT,6,0
11200,debt_consolidation,55000,20.51,737,RENT,3,1
11200,debt_consolidation,99840,20.48,712,RENT,1,0
11200,debt_consolidation,33280,19.83,752,MORTGAGE,11,0
11200,debt_consolidation,80000,19.34,712,MORTGAGE,3,0
11200,debt_consolidation,55000,19.22,717,RENT,11,1
11200,debt_consolidation,60000,18.51,682,MORTGAGE,2,1
11200,debt_consolidation,81747,17.52,692,MORTGAGE,11,1
11200,debt_consolidation,28000,16.82,662,OWN,3,1
11200,debt_consolidation,70000,15.64,702,MORTGAGE,2,0
11200,debt_consolidation,105000,15.62,667,MORTGAGE,1,0
11200,debt_consolidation,51000,14.89,772,OWN,4,0
11200,debt_consolidation,68000,14.63,692,MORTGAGE,5,0
11200,debt_consolidation,36000,13.57,662,OWN,2,0
11200,debt_consolidation,99000,13.22,672,OWN,11,0
11200,debt_consolidation,40000,12.42,697,MORTGAGE,11,0
11200,debt_consolidation,73000,12.07,662,RENT,11,0
11200,debt_consolidation,83200,11.64,692,MORTGAGE,11,0
11200,debt_consolidation,70000,11.38,662,RENT,2,0
11200,debt_consolidation,62000,10.93,662,RENT,11,0
11200,debt_consolidation,59000,10.58,677,OWN,11,0
11200,debt_consolidation,61620,9.87,722,RENT,1,1
11200,debt_consolidation,80000,9.09,672,OWN,4,1
11200,debt_consolidation,87500,6.49,692,MORTGAGE,11,0
11200,debt_consolidation,89766,4.76,692,MORTGAGE,11,0
11200,debt_consolidation,86000,2.96,732,RENT,0,0
11175,debt_consolidation,68000,20.81,667,MORTGAGE,4,1
11150,debt_consolidation,74000,25.04,662,RENT,3,1
11150,debt_consolidation,31860,21.32,667,RENT,1,1
11150,debt_consolidation,58000,15.31,662,RENT,4,0
11125,debt_consolidation,70000,32.86,677,MORTGAGE,2,0
11125,debt_consolidation,38736,14.74,682,OWN,2,1
11100,debt_consolidation,37000,21.6,667,RENT,7,0
11100,debt_consolidation,55500,14.96,687,RENT,11,0
11100,debt_consolidation,72500,14.8,662,MORTGAGE,10,0
11050,debt_consolidation,80000,24.59,747,MORTGAGE,4,0
11050,debt_consolidation,30000,21.12,692,MORTGAGE,1,0
11050,debt_consolidation,30000,15.36,767,OWN,11,0
11050,debt_consolidation,76000,10.39,662,RENT,11,0
11050,debt_consolidation,60000,9.78,712,RENT,11,0
11050,debt_consolidation,60000,7.96,677,RENT,6,1
11000,debt_consolidation,85000,41.21,677,MORTGAGE,5,1
11000,debt_consolidation,52000,37.96,697,OWN,11,0
11000,debt_consolidation,36000,35.9,662,RENT,4,1
11000,debt_consolidation,35000,35.39,717,MORTGAGE,2,0
11000,debt_consolidation,22350,32.16,667,RENT,2,0
11000,debt_consolidation,83000,31.31,742,MORTGAGE,11,0
11000,debt_consolidation,35000,31.24,727,RENT,2,1
11000,debt_consolidation,89188,31.18,717,MORTGAGE,1,1
11000,debt_consolidation,32000,31.02,737,OWN,11,0
11000,debt_consolidation,41500,30.46,667,MORTGAGE,1,0
11000,debt_consolidation,40000,29.94,687,RENT,1,1
11000,debt_consolidation,52000,28.27,677,MORTGAGE,0,0
11000,debt_consolidation,36000,27,697,RENT,0,1
11000,debt_consolidation,30000,26.58,687,RENT,1,0
11000,debt_consolidation,36000,26,727,MORTGAGE,0,0
11000,debt_consolidation,31720,25.63,667,RENT,4,0
11000,debt_consolidation,127000,25.57,667,MORTGAGE,11,0
11000,debt_consolidation,60000,25.52,732,MORTGAGE,7,0
11000,debt_consolidation,32500,25.48,717,RENT,11,0
11000,debt_consolidation,34176,24.68,697,RENT,0,1
11000,debt_consolidation,30000,24.52,687,MORTGAGE,0,1
11000,debt_consolidation,81500,23.99,662,MORTGAGE,10,1
11000,debt_consolidation,25380,22.6,692,RENT,0,0
11000,debt_consolidation,48000,22.38,687,RENT,3,0
11000,debt_consolidation,67000,22.26,672,RENT,11,0
11000,debt_consolidation,45000,22.11,692,RENT,11,0
11000,debt_consolidation,33280,21.82,702,MORTGAGE,6,0
11000,debt_consolidation,65000,21.79,677,MORTGAGE,9,0
11000,debt_consolidation,110000,21.27,692,RENT,6,0
11000,debt_consolidation,34480,21.21,702,OWN,8,0
11000,debt_consolidation,70000,21.12,672,OWN,10,0
11000,debt_consolidation,47000,20.97,727,OWN,0,0
11000,debt_consolidation,75000,20.8,702,RENT,4,0
11000,debt_consolidation,56000,20.25,672,MORTGAGE,11,1
11000,debt_consolidation,82000,19.8,662,MORTGAGE,11,0
11000,debt_consolidation,275000,19.65,692,RENT,5,0
11000,debt_consolidation,66342,19.28,702,MORTGAGE,11,0
11000,debt_consolidation,48500,18.71,677,RENT,2,0
11000,debt_consolidation,48000,18.7,697,MORTGAGE,11,0
11000,debt_consolidation,52000,18.67,697,RENT,1,0
11000,debt_consolidation,39000,18.52,677,RENT,3,0
11000,debt_consolidation,136000,18.36,682,RENT,1,0
11000,debt_consolidation,63000,18.34,722,RENT,6,0
11000,debt_consolidation,150000,17.52,692,RENT,4,0
11000,debt_consolidation,48000,17.45,722,MORTGAGE,0,1
11000,debt_consolidation,67500,17.07,732,MORTGAGE,3,0
11000,debt_consolidation,80000,16.86,717,RENT,11,0
11000,debt_consolidation,60000,16.65,702,MORTGAGE,11,0
11000,debt_consolidation,72500,16.64,762,MORTGAGE,11,0
11000,debt_consolidation,31500,16.5,667,MORTGAGE,8,0
11000,debt_consolidation,45000,16.19,667,RENT,3,1
11000,debt_consolidation,37000,15.93,662,RENT,5,0
11000,debt_consolidation,85000,15.9,727,MORTGAGE,11,0
11000,debt_consolidation,40000,15.21,697,MORTGAGE,3,0
11000,debt_consolidation,54000,15.05,762,RENT,11,0
11000,debt_consolidation,55000,14.82,687,RENT,4,0
11000,debt_consolidation,60000,14.28,737,OWN,11,0
11000,debt_consolidation,58000,13.93,667,RENT,2,0
11000,debt_consolidation,82000,13.67,682,MORTGAGE,11,0
11000,debt_consolidation,52000,13.64,667,MORTGAGE,1,0
11000,debt_consolidation,78000,12.83,667,MORTGAGE,11,1
11000,debt_consolidation,60000,12.68,712,RENT,3,0
11000,debt_consolidation,85000,12.47,687,RENT,11,0
11000,debt_consolidation,62000,12.41,672,MORTGAGE,11,0
11000,debt_consolidation,45000,11.97,672,RENT,9,1
11000,debt_consolidation,111280,11.75,667,MORTGAGE,5,0
11000,debt_consolidation,52000,11.72,687,RENT,11,1
11000,debt_consolidation,40005,11.52,747,MORTGAGE,0,0
11000,debt_consolidation,107000,11.13,672,OWN,11,0
11000,debt_consolidation,79000,10.83,687,MORTGAGE,10,0
11000,debt_consolidation,65000,10.76,662,RENT,2,1
11000,debt_consolidation,120000,9.04,752,RENT,0,0
11000,debt_consolidation,50000,8.83,742,RENT,2,0
11000,debt_consolidation,55000,7.86,697,MORTGAGE,11,0
11000,debt_consolidation,90000,7.72,677,MORTGAGE,11,0
11000,debt_consolidation,127000,7.35,677,MORTGAGE,4,0
11000,debt_consolidation,75000,6.53,697,MORTGAGE,3,0
11000,debt_consolidation,55000,3.42,772,RENT,1,0
10975,debt_consolidation,65000,20.99,712,OWN,1,0
10925,debt_consolidation,35000,20.61,707,MORTGAGE,11,1
10900,debt_consolidation,65000,17.08,687,RENT,3,0
10900,debt_consolidation,98800,14.59,787,RENT,11,0
10875,debt_consolidation,40000,32.43,662,RENT,11,0
10875,debt_consolidation,50000,30.92,737,MORTGAGE,5,0
10875,debt_consolidation,64500,6.68,837,MORTGAGE,11,0
10850,debt_consolidation,30180,29.67,662,MORTGAGE,0,1
10825,debt_consolidation,23580,37.46,682,OWN,11,1
10825,debt_consolidation,52000,27.45,687,MORTGAGE,10,0
10825,debt_consolidation,50000,16.12,682,OWN,2,0
10825,debt_consolidation,84000,12.43,672,MORTGAGE,10,0
10800,debt_consolidation,46000,33.19,702,RENT,10,0
10800,debt_consolidation,40000,29.86,692,OWN,3,1
10800,debt_consolidation,74000,27.64,692,RENT,3,0
10800,debt_consolidation,32000,26.18,687,RENT,3,0
10800,debt_consolidation,47052,26.14,672,RENT,0,1
10800,debt_consolidation,85000,24.09,662,MORTGAGE,11,0
10800,debt_consolidation,60000,21.12,667,RENT,7,0
10800,debt_consolidation,30000,20.12,697,RENT,3,1
10800,debt_consolidation,43000,18.34,667,RENT,3,0
10800,debt_consolidation,60000,14.65,702,RENT,4,0
10800,debt_consolidation,65000,14.62,667,RENT,2,1
10800,debt_consolidation,29652,13.84,677,RENT,0,1
10800,debt_consolidation,155000,12.66,682,OWN,11,1
10800,debt_consolidation,85000,12.65,712,MORTGAGE,11,0
10800,debt_consolidation,70000,12.55,717,MORTGAGE,3,0
10800,debt_consolidation,72000,11.65,687,MORTGAGE,11,0
10800,debt_consolidation,90000,10.51,662,RENT,11,0
10800,debt_consolidation,27000,9.69,717,RENT,2,0
10800,debt_consolidation,105000,9.53,667,MORTGAGE,1,1
10800,debt_consolidation,125000,7.41,672,RENT,11,1
10800,debt_consolidation,74000,6.88,667,RENT,9,0
10800,debt_consolidation,103000,6.22,667,MORTGAGE,4,0
10800,debt_consolidation,27000,4.53,692,RENT,2,0
10800,debt_consolidation,43000,3.22,662,MORTGAGE,11,1
10750,debt_consolidation,42000,30.06,687,RENT,1,0
10750,debt_consolidation,33000,8.51,687,OWN,6,1
10750,debt_consolidation,75800,4.77,727,MORTGAGE,3,0
10725,debt_consolidation,51653,29.9,677,MORTGAGE,11,0
10725,debt_consolidation,65000,21.34,677,MORTGAGE,9,0
10725,debt_consolidation,70000,5.07,687,OWN,2,0
10700,debt_consolidation,30576,24.45,662,RENT,11,1
10675,debt_consolidation,71000,34.89,672,MORTGAGE,11,0
10675,debt_consolidation,150000,25.26,707,OWN,11,0
10650,debt_consolidation,64140,25.41,702,MORTGAGE,3,0
10650,debt_consolidation,50000,15.22,737,RENT,3,1
10625,debt_consolidation,60000,16.38,672,MORTGAGE,5,1
10600,debt_consolidation,65000,16.62,662,MORTGAGE,11,1
10550,debt_consolidation,198000,21.88,707,MORTGAGE,11,0
10550,debt_consolidation,40000,18.9,677,RENT,6,0
10550,debt_consolidation,51000,15.95,672,RENT,5,0
10500,debt_consolidation,50000,32.33,747,MORTGAGE,3,0
10500,debt_consolidation,70000,30.65,692,OWN,4,0
10500,debt_consolidation,37000,30.26,697,RENT,6,0
10500,debt_consolidation,69500,29.46,682,RENT,5,1
10500,debt_consolidation,30000,29.2,697,RENT,1,0
10500,debt_consolidation,47000,25.82,672,RENT,3,0
10500,debt_consolidation,41174,25.56,722,RENT,11,1
10500,debt_consolidation,128000,24.86,807,MORTGAGE,11,0
10500,debt_consolidation,30000,24.4,662,MORTGAGE,10,1
10500,debt_consolidation,50000,23.33,747,RENT,2,0
10500,debt_consolidation,52260,22.92,707,MORTGAGE,11,0
10500,debt_consolidation,30000,22.76,662,RENT,3,1
10500,debt_consolidation,43000,20.82,682,RENT,11,1
10500,debt_consolidation,70000,19.9,677,MORTGAGE,11,0
10500,debt_consolidation,55000,17.98,662,MORTGAGE,0,0
10500,debt_consolidation,59200,17.94,672,MORTGAGE,6,0
10500,debt_consolidation,81000,15.84,707,MORTGAGE,0,0
10500,debt_consolidation,60000,15.39,687,MORTGAGE,5,0
10500,debt_consolidation,80000,15.24,677,RENT,11,0
10500,debt_consolidation,105000,7.05,667,RENT,3,1
10500,debt_consolidation,52000,5.99,662,RENT,1,0
10475,debt_consolidation,51500,22.65,697,MORTGAGE,11,0
10475,debt_consolidation,76000,11.51,767,MORTGAGE,11,0
10475,debt_consolidation,98000,7.92,672,MORTGAGE,9,1
10450,debt_consolidation,45000,40.11,672,MORTGAGE,11,1
10450,debt_consolidation,40000,21.54,667,RENT,11,1
10450,debt_consolidation,58000,20.24,662,MORTGAGE,11,0
10450,debt_consolidation,44000,19.09,667,MORTGAGE,11,0
10425,debt_consolidation,29000,33.11,712,RENT,1,0
10425,debt_consolidation,107000,29.59,662,MORTGAGE,4,0
10425,debt_consolidation,70000,24.81,677,MORTGAGE,5,1
10400,debt_consolidation,80000,35.49,707,RENT,3,0
10400,debt_consolidation,58000,33.18,717,RENT,3,1
10400,debt_consolidation,50000,26.98,687,RENT,11,0
10400,debt_consolidation,61000,25.95,662,MORTGAGE,6,0
10400,debt_consolidation,48000,25.4,727,MORTGAGE,2,0
10400,debt_consolidation,52000,20.42,722,RENT,3,0
10400,debt_consolidation,40000,18.51,827,OWN,9,1
10400,debt_consolidation,55000,18.39,692,RENT,11,0
10400,debt_consolidation,40000,17.58,737,RENT,1,0
10400,debt_consolidation,110000,16.48,692,OWN,11,0
10400,debt_consolidation,46000,12.94,667,MORTGAGE,3,1
10400,debt_consolidation,85000,12.34,682,MORTGAGE,5,1
10400,debt_consolidation,102000,11.45,687,MORTGAGE,8,0
10400,debt_consolidation,65000,10.84,677,RENT,11,0
10375,debt_consolidation,75000,28.31,662,MORTGAGE,11,0
10375,debt_consolidation,80000,18.65,692,MORTGAGE,5,1
10325,debt_consolidation,105000,10.22,762,MORTGAGE,5,0
10300,debt_consolidation,35000,33.47,702,OWN,11,0
10300,debt_consolidation,65000,28.58,672,RENT,11,1
10300,debt_consolidation,48000,27.3,727,MORTGAGE,11,0
10300,debt_consolidation,35000,17.63,697,RENT,11,0
10250,debt_consolidation,100000,30.61,667,MORTGAGE,11,1
10250,debt_consolidation,45000,26.53,667,RENT,11,0
10250,debt_consolidation,52000,18.72,712,MORTGAGE,1,0
10250,debt_consolidation,40000,12.81,667,MORTGAGE,1,1
10225,debt_consolidation,27000,21.07,702,RENT,1,0
10225,debt_consolidation,58000,19.68,687,MORTGAGE,11,0
10225,debt_consolidation,44000,17.13,702,OWN,11,1
10200,debt_consolidation,62000,32.37,687,MORTGAGE,4,1
10200,debt_consolidation,94000,23.49,667,MORTGAGE,1,0
10200,debt_consolidation,46000,15.74,712,RENT,8,0
10200,debt_consolidation,93000,13.29,672,RENT,6,1
10200,debt_consolidation,151000,11.17,752,MORTGAGE,11,0
10200,debt_consolidation,70000,9.95,672,RENT,2,0
10200,debt_consolidation,95000,9.16,767,MORTGAGE,1,0
